-7.269105315208435059e-02,-2.211338996887207031e+00
-7.164698839187622070e-01,-1.140547871589660645e+00
1.620206832885742188e+00,1.736240237951278687e-01
-5.568462014198303223e-01,-3.898687660694122314e-01
-1.369969964027404785e+00,-1.203350648283958435e-01
-3.370454013347625732e-01,1.295518279075622559e+00
2.318314313888549805e+00,2.271892279386520386e-01
-7.104093432426452637e-01,4.820775508880615234e+00
1.043231368064880371e+00,-1.718032002449035645e+00
-6.171306371688842773e-01,7.563367486000061035e-01
